"","event_name","creation_date","duration","rsvp","venue_name","venue_rating","rating_count","venue.city","address_1","lat","long","group_name","group_rating","category_name"
"125","March Meetup:  Hag-Seed Margaret Atwood",2017-09-19,3,14,"Heartland Cafe",3.8,275,"Chicago","7000 North Glenwood",42.009998,-87.669998,"The Far Northside Co-Ed Book Club","4.66","Book Clubs"
"126","Chicago Humanities Festival: Why Are All the Black Kids Sitting Together...?",2017-09-20,1,7,"Venue SIX10",0,0,"Chicago","610 South Michigan Avenue",41.874016,-87.624794,"Black Girls Read Book Club","4.90","Book Clubs"
"127","Chicago Humanities Festival: The Social Life of DNA by Alondra Nelson",2017-09-20,2,11,"Chicago Cultural Center",0,0,"Chicago","77 E Randolph St",41.884487,-87.625023,"Black Girls Read Book Club","4.90","Book Clubs"
"128","Chicago Humanities Festival: Edwidge Danticat",2017-09-20,1,5,"Fourth Presbyterian Church of Chicago",0,0,"Chicago","126 E. Chestnut St.",41.898758,-87.625145,"Black Girls Read Book Club","4.90","Book Clubs"
"129","Chicago Humanities Festival: Danielle Allen's Cuz: An American Tragedy",2017-09-20,1,3,"Rockefeller Memorial Chapel",4.88,8,"Chicago","5850 S Woodlawn Ave",41.789257,-87.596397,"Black Girls Read Book Club","4.90","Book Clubs"
"130","Chicago Humanities Festival: Painting the Black Gospel by Kymberly Pinder",2017-09-20,1,3,"Venue SIX10",0,0,"Chicago","610 South Michigan Avenue",41.874016,-87.624794,"Black Girls Read Book Club","4.90","Book Clubs"
"131","Danez Smith & Eve Ewing Poetry Reading",2017-09-20,1,26,"Women & Children First",0,0,"Chicago","5233 N Clark St",41.977291,-87.668259,"Black Girls Read Book Club","4.90","Book Clubs"
"132","Dynamo: Practical Little Scripts with Big Impact",2017-09-20,3,24,"GROHE Live New York",4.83,6,"New York City","160 5th Avenue",40.740234,-73.991035,"New York City Revit User Group","4.45","Career & Business"
"133","SQA Half-Day Seminar  on Quantitative Approaches to Retirement Planning:",2017-09-20,6,2,"Barclays Corporate Office",0,0,"New York City","745 7th Avenue",40.760586,-73.982872,"Society of Quantitative Analysts - NYC","4.93","Career & Business"
"134","Conference: Data Science in Finance, The Final Frontier?",2017-09-20,9,4,"New York CFA Society",0,0,"New York City","1540 Broadway",40.758076,-73.98481,"Society of Quantitative Analysts - NYC","4.93","Career & Business"
"135","Communication Enhancement with Chuck Garcia",2017-09-20,2,1,"Mercy College",5,1,"New York City","66 W 35th Street, 704A",40.75013,-73.986908,"StrtupBoost","4.87","Career & Business"
"136","VIP Mixer",2017-09-20,2,1,"Dewey's Pub",4.5,2,"New York City","135 W30th St",40.748222,-73.991196,"StrtupBoost","4.87","Career & Business"
"137","The World That Was Ours, by Hilda Bernstein",2017-09-20,3,4,"Moody's Pub",5,2,"Chicago","5910 N Broadway St",41.996403,-87.660477,"Persephone+ Chicago Book Club","4.82","Book Clubs"
"138","Network After Work at Moes Cantina - Cava Room",2017-09-21,3,101,"Moes Cantina",4.18,22,"Chicago","155 West Kinzie Street",41.888828,-87.633209,"Network After Work-Chicago Networking Events","4.53","Career & Business"
"139","WRITING THE SUMMARY SECTION ON YOUR RESUME",2017-09-21,2,17,"New York Public Library Science Industry and Business Library",4.48,280,"New York City","188 Madison Ave at 34th St.",40.74789,-73.982895,"Gainfully Unemployed","4.13","Career & Business"
"140","Careers in International Trade",2017-09-21,1.5,6,"New York Public Library Science Industry and Business Library",4.48,280,"New York City","188 Madison Ave at 34th St.",40.74789,-73.982895,"Gainfully Unemployed","4.13","Career & Business"
"141","Resource and Career Fair for Entrepreneurial Artists",2017-09-21,4,7,"New York Public Library Science Industry and Business Library",4.48,280,"New York City","188 Madison Ave at 34th St.",40.74789,-73.982895,"Gainfully Unemployed","4.13","Career & Business"
"142","Support the Indie Movie I Can I Will I Did",2017-09-21,3,1,"Studio Movie Grill - Chatham",0,0,"Chicago","210 W 87th St, Chicago, IL 60620",41.739292,-87.630707,"Chicago Asian American Acting Industry","5.00","Arts & Culture"
"143","Potential great stock buys and more investment topics",2017-09-21,2.5,12,"1 California St #200",0,0,"San Francisco","1 California Street",37.793198,-122.396889,"SF Investors Social Club","4.78","Career & Business"
"144","November NY FinTech Meetup: Demo Day!",2017-09-21,2,75,"Latham and Watkins",4.91,35,"New York City","885 3rd Avenue",40.75787,-73.968925,"NY FinTech","4.70","Career & Business"
"145","December NY FinTech Meetup: Ditch the FICO Score",2017-09-21,2,42,"Latham and Watkins",4.91,35,"New York City","885 3rd Avenue",40.75787,-73.968925,"NY FinTech","4.70","Career & Business"
"146","Network With Bernie !",2017-09-23,1.5,6,"Logan Square Library",4.74,19,"Chicago","3030 W Fullerton Ave",41.924755,-87.703423,"The Chicago Entrepreneur Group","4.91","Career & Business"
"147","Conversation and Presentation with Scout Expedition Co",2017-09-24,3,33,"The Laundry Gallery and Cafe",5,9,"San Francisco","3359 26th Street",37.748928,-122.417297,"Adventure Design Group / Bay Area","4.82","Arts & Culture"
"148","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-24,4,9,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Art-Preneurs in Search of  Stability Meetup","4.78","Arts & Culture"
"149","Sketch the Central Park Cottages!",2017-09-25,3,13,"Central Park, 6th Ave & 59th St",0,0,"New York City","6th Ave & 59th St",40.765636,-73.976242,"Central Park Sketching & Art Meetup Group","4.77","Arts & Culture"
"150","Sketch Central Park's Conservatory Gardens!",2017-09-25,3,10,"Central Park Conservatory Garden",4.72,53,"New York City","5th Ave & E 105th St",40.79361,-73.9516,"Central Park Sketching & Art Meetup Group","4.77","Arts & Culture"
"151","Sketch Central Park's USS Maine Plaza! (Columbus Circle)",2017-09-25,3,9,"USS Maine Monumnet @ Columbus Circle",4.5,2,"New York City","Corner of Central Park West & 59th Street",40.766884,-73.979088,"Central Park Sketching & Art Meetup Group","4.77","Arts & Culture"
"152","The Founding Moms' Exchange: Chicago!",2017-09-25,3,1,"Free Range Office",4.76,25,"Chicago","2141 W. North Ave., 2nd Flr",41.910385,-87.681648,"The Founding Moms' Exchange: Chicago/Oak Park!","4.86","Career & Business"
"153","FREE!! Speakers' Series & Holistic Networking in New York",2017-09-25,3,3,"New York Open Center",4.4,15,"New York City","22 East 30th Street",40.745361,-73.985085,"Free NYC Events and Free New York Workshops","4.63","Career & Business"
"154","November: The Mother of All Questions by Rebecca Solnit",2017-09-25,2.25,28,"Double Union - Feminist Hacker + Maker Space",5,17,"San Francisco","1250 Missouri St. #111",37.750607,-122.395676,"San Francisco Feminist Book Club","4.96","Book Clubs"
"155","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Content Makers & Digital Publishers Club","4.17","Career & Business"
"156","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Continuous Business Education & Networking Alliance","5.00","Career & Business"
"157","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Determined Entrepreneurs Accelerating Their Startups Meetup!","4.68","Career & Business"
"158","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Displaced Workers Turned Entrepreneurs Seeking Opportunities","4.72","Career & Business"
"159","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,2,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Finance Club of New York City","4.76","Career & Business"
"160","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"iShare Content for Digital Publishers Meetup","4.42","Career & Business"
"161","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"My $Million Dollar Leaders Club","4.73","Career & Business"
"162","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Networking Professionals Keys to Success Club","5.00","Career & Business"
"163","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"New York Business Opportunity Seekers and Providers","4.54","Career & Business"
"164","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"New York Small Business Support & Networking Group","4.22","Career & Business"
"165","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,5,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Contemporary Art Lovers, Promoters & Opportunity Seekers","2.82","Arts & Culture"
"166","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,2,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Creative Freelancers & Entrepreneurs Networking Guild","4.10","Career & Business"
"167","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Customer Makers & Marketers Group","4.67","Career & Business"
"168","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Networking Events for Professionals","5.00","Career & Business"
"169","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Service Businesses & Entrepreneurs Association","4.21","Career & Business"
"170","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Professional Business Leaders Meetup Club","4.68","Career & Business"
"171","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Professional Women's Alliance Club of New York City","4.43","Career & Business"
"172","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,3,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Profit Makers Club For Enterprising Minds!","4.69","Career & Business"
"173","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,2,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Promotion Sizzle and Dazzle for Sales Success Club.","4.62","Career & Business"
"174","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Small Business and Startups Group","2.83","Career & Business"
"175","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,3,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Stellar Business Ladies - Reach For The Stars!","4.42","Career & Business"
"176","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"SUCCESS! An Entrepreneurial Meetup Group","4.33","Career & Business"
"177","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,2,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"The Business of Photography for Beginners Meetup","4.43","Career & Business"
"178","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,2,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"The Creative Instigators","4.73","Career & Business"
"179","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"The MBA Journey 4 Learning & Earning - Meetup","4.85","Career & Business"
"180","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"The New York Entrepreneur Exchange & Networking Club","4.83","Career & Business"
"181","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"The Soaring Entrepreneurs Club of New York City","4.15","Career & Business"
"182","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Visionary Marketing Strategists & Leaders New York Meetup","4.83","Career & Business"
"183","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,4,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Women Organize For Success - Meetup","4.81","Career & Business"
"184","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Employee to Entrepreneur: Unstoppable Business Women.","4.88","Career & Business"
"185","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,3,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Entertainment Industry Professionals Network","4.00","Arts & Culture"
"186","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"Entrepreneur Mastery Mentoring - Meetup","5.00","Career & Business"
"187","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NY Internet Entrepreneurs","5.00","Career & Business"
"188","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"NYC Entrepreneurs Focused on The Bottom Line Meetup!","4.00","Career & Business"
"189","Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!",2017-09-26,4,1,"Science, Industry and Business Library (SIBL) | Healy Hall",0,0,"New York City","188 Madison Avenue at 34th Street",40.74815,-73.982971,"There's No Business Like Your Business! Meetup Club","4.54","Career & Business"
"190","NYREIA's 17th Real Estate Investor Networking Party",2017-09-26,2,158,"Ainsworth Midtown",4.4,15,"New York City","45 East 33rd Street",40.746838,-73.982391,"New York Real Estate Investors Association (REIA)","4.60","Career & Business"
